name,year,quarter,prs_count,issues_count
CodeQL,2021,4,790,168.0
Jsonnet,2021,4,714,
Jinja,2021,4,670,299.0
Verilog,2021,4,645,180.0
CoffeeScript,2021,4,591,378.0
R,2021,4,567,1017.0
Smarty,2021,4,515,
Roff,2021,4,444,159.0
Julia,2021,4,428,257.0
Vim script,2021,4,401,512.0
F#,2021,4,367,303.0
MATLAB,2021,4,338,308.0
Puppet,2021,4,332,
Elm,2021,4,323,
BitBake,2021,4,306,
PLpgSQL,2021,4,304,354.0
Fortran,2021,4,289,208.0
Vala,2021,4,280,367.0
TeX,2021,4,279,338.0
YAML,2021,4,260,
Visual Basic .NET,2021,4,246,228.0
WebAssembly,2021,4,238,
Stylus,2021,4,219,
Assembly,2021,4,210,180.0
Coq,2021,4,168,
Batchfile,2021,4,158,
Svelte,2021,4,156,
XSLT,2021,4,151,
Game Maker Language,2021,4,148,
Cuda,2021,4,131,
CMake,2021,4,126,
JSON,2021,4,125,
Nunjucks,2021,4,114,468.0
SWIG,2021,4,113,
Raku,2021,4,113,
Pascal,2021,4,105,507.0
Nim,2021,4,102,153.0
QML,2021,4,102,118.0
Gherkin,2021,4,100,
JavaScript,2022,1,1296,220.0
Python,2022,1,788,411.0
Java,2022,1,608,302.0
TypeScript,2022,1,544,169.0
Ruby,2022,1,483,
PHP,2022,1,445,173.0
C++,2022,1,349,283.0
Nix,2022,1,279,
Go,2022,1,206,204.0
C#,2022,1,187,148.0
C,2022,1,152,151.0
HTML,2022,1,134,
Scala,2022,1,110,
Shell,2022,1,103,
